Sentence,Type,Terjemahan
"Years later he came to regret not going to university, but at the time he loved his work as a journalist and felt passionately about his career.",Auditory,"Bertahun-tahun kemudian dia menyesal tidak melanjutkan ke universitas, tetapi pada saat itu dia menyukai pekerjaannya sebagai jurnalis dan sangat bersemangat dengan karirnya."
"He loved New York but felt the city was threatened by commercialism and vulgarity, and he no longer felt at home there.",Auditory,"Dia mencintai New York tetapi merasa kota itu terancam oleh komersialisme dan vulgar, dan dia tidak lagi merasa betah berada di sana."
"The term used in the work Kin is a recurring theme of Emin's to describe those dear to her, her loved ones.",Auditory,"Istilah yang digunakan dalam karya Kin adalah tema berulang Emin untuk menggambarkan orang-orang yang disayanginya, orang-orang yang dicintainya."
"For over 60 years of ITV, the homegrown programmes have become the best loved and remembered as well as being extremely successful.",Auditory,"Selama lebih dari 60 tahun ITV, program-program lokal telah menjadi program yang paling disukai dan diingat serta sangat sukses."
His affectionate disposition and genial manners made him much loved and held in warm regard by many of his contemporaries.,Auditory,Wataknya yang penuh kasih sayang dan sikap ramahnya membuatnya sangat dicintai dan dihormati oleh banyak orang sezamannya.
"He loved practical jokes, and allegedly kept a halfpenny in his pocket to trick pickpockets.",Auditory,"Dia menyukai lelucon praktis, dan diduga menyimpan setengah sen di sakunya untuk mengelabui pencopet."
"Characters are given to killing loved ones by mistake, and dying of grief, or of joy.",Auditory,"Karakter diberikan untuk membunuh orang yang dicintai karena kesalahan, dan mati karena kesedihan, atau karena kegembiraan."
"She was mixed race like me, a great student who'd been top of her class, who played piano and loved Nina Simone.",Auditory,"Dia adalah ras campuran seperti saya, seorang siswa hebat yang pernah menjadi yang terbaik di kelasnya, yang bermain piano dan mencintai Nina Simone."
"Gildas was a subject of the mythical King Arthur, whom he loved and desired to obey.",Auditory,"Gildas adalah subjek dari mitos Raja Arthur, yang dia cintai dan ingin patuhi."
"The narcissus or daffodil is the most loved of all English plants, and appears frequently in English literature.",Auditory,"Narcissus atau daffodil adalah tanaman Inggris yang paling disukai, dan sering muncul dalam literatur Inggris."
"John loved being with his sister, but from time to time he wished she had an on-off switch.",Auditory,"John senang berada bersama adiknya, namun dari waktu ke waktu dia berharap adiknya mempunyai tombol on-off."
The Greeks believed that seals loved both the sea and sun and were considered to be under the protection of the gods Poseidon and Apollo.,Auditory,Orang Yunani percaya bahwa anjing laut menyukai laut dan matahari dan dianggap berada di bawah perlindungan dewa Poseidon dan Apollo.
"The little boy put ooo at the end of his letter to Grandma, to let her know he loved her.",Auditory,"Anak laki-laki kecil itu membubuhkan ooo di akhir suratnya kepada Nenek, untuk memberi tahu bahwa dia mencintainya."
"The children loved the slide, and they went on it over and over until it got dark outside.",Auditory,"Anak-anak menyukai perosotan itu, dan mereka memainkannya berulang-ulang sampai hari mulai gelap."
"The Abbey graveyard is also the final resting place of John Smith, the former Labour Party leader, who loved Iona.",Auditory,"Kuburan Abbey juga menjadi tempat peristirahatan terakhir John Smith, mantan pemimpin Partai Buruh yang mencintai Iona."
"She pounced on the young man, because she loved him and wanted him for herself.",Auditory,"Dia menerkam pemuda itu, karena dia mencintainya dan menginginkannya untuk dirinya sendiri."
"My younger brother, Brendan, mentioned that she loved her garden, spent pucks of time mucking around in it, even read books on the matter.",Auditory,"Adik laki-laki saya, Brendan, menyebutkan bahwa dia menyukai tamannya, menghabiskan banyak waktu dengan menyia-nyiakannya, bahkan membaca buku tentang taman tersebut."
"The infamous purple drank made me dizzy and sick, but I loved its aftertaste.",Auditory,"Minuman ungu yang terkenal itu membuatku pusing dan mual, tapi aku menyukai sisa rasanya."
"Good at planning, he loved the common people and wished to save their labor.",Auditory,"Pandai dalam membuat perencanaan, dia mencintai rakyat jelata dan ingin menyelamatkan tenaga mereka."
"Uncle loved the desnsity of the tungsten he made, and its refractoriness, its great chemical stability.",Auditory,"Paman menyukai kerapatan tungsten yang dibuatnya, sifat tahan apinya, dan stabilitas kimianya yang luar biasa."
"Potter attempts to reason with his daughter, but she tells him she wants to be loved and not simply marry someone because he can provide for her.",Auditory,"Potter mencoba untuk berunding dengan putrinya, tapi dia mengatakan kepadanya bahwa dia ingin dicintai dan tidak hanya menikahi seseorang karena dia bisa menafkahinya."
"He won a Classics scholarship to Oxford University and, although he loved university life, he found the tuition dull.",Auditory,"Dia memenangkan beasiswa Klasik ke Universitas Oxford dan, meskipun dia menyukai kehidupan universitas, dia merasa biaya kuliahnya membosankan."
"Benson, formerly a greatly loved master at Eton, and by this time a don at Magdalene College.",Auditory,"Benson, sebelumnya seorang master yang sangat dicintai di Eton, dan saat ini menjadi don di Magdalene College."
It was a tearful and heartfelt reunion as the trapped miners finally saw their dear loved ones again.,Auditory,Itu adalah reuni yang penuh air mata dan menyentuh hati ketika para penambang yang terjebak akhirnya bertemu kembali dengan orang-orang terkasih mereka.
Many believe in the spirit world and often try to stay in contact with their loved ones.,Auditory,Banyak yang percaya pada dunia roh dan sering kali mencoba untuk tetap berhubungan dengan orang yang mereka cintai.
"Their relationship had weathered some rocky times, but they loved each other.",Auditory,"Hubungan mereka telah melewati masa-masa sulit, tetapi mereka saling mencintai."
Tory Bezazian was a veteran Scientologist who loved going after church critics. Until she met the darkest detractor of all.,Auditory,Tory Bezazian adalah seorang Scientology veteran yang senang mengejar kritik terhadap gereja. Sampai dia bertemu dengan pencela yang paling gelap dari semuanya.
"Shamy has become one of TV's most loved couples, and this season is crucial to the development of this relationship.",Auditory,"Shamy telah menjadi salah satu pasangan TV yang paling dicintai, dan musim ini sangat penting untuk perkembangan hubungan ini."
"He kept always good clerks, he loved money, was smooth-tongued, gave good words, and seldom lost his temper.",Auditory,"Dia selalu menjadi pegawai yang baik, dia mencintai uang, mempunyai lidah yang halus, mengucapkan kata-kata yang baik, dan jarang kehilangan kesabaran."
He was a laconic old soul who loved spacing only a jot better than he loved Martian alky.,Auditory,Dia adalah orang tua yang singkat dan menyukai jarak hanya sedikit lebih baik daripada dia menyukai Alky Mars.
"Jason dons a screwed-up accent that Madonna would be proud of. While Martine, loved for being a cockney sparra, unfortunately goes posh.",Auditory,"Jason menggunakan aksen kacau yang bisa dibanggakan Madonna. Sementara Martine, yang dicintai karena menjadi cockney sparra, sayangnya bersikap mewah."
The routines at Lochranza Court suited her down to the ground and she loved her friends.,Auditory,Rutinitas di Lochranza Court membuatnya nyaman dan dia mencintai teman-temannya.
I loved those red shoes but I couldn't thoil it in addition to the new dress I'd bought.,Auditory,"Aku suka sepatu merah itu, tapi aku tidak bisa memakainya selain baju baru yang kubeli."
Throwback Thursday is another way to integrate your loved one into your life online.,Auditory,Throwback Thursday adalah cara lain untuk mengintegrasikan orang yang Anda cintai ke dalam kehidupan online Anda.
"Generally, by the time you are Real, most of your hair has been loved off and your eyes drop out and you get loose in the joints and very shabby.",Auditory,"Secara umum, pada saat Anda Nyata, sebagian besar rambut Anda telah rontok dan mata Anda rontok dan persendian Anda menjadi kendur dan sangat lusuh."
"It set off a tsunami of debate among the more esoteric critics, who either loved it or hated it but could not ignore it.",Auditory,"Hal ini memicu gelombang perdebatan di kalangan kritikus yang lebih esoteris, yang menyukainya atau membencinya namun tidak dapat mengabaikannya."
"I loved you. I was a pentapod monster, but I loved you. I was despicable and brutal, and turpid, and everything, mais je t'aimais, je t'aimais!",Auditory,"aku mencintaimu. Aku adalah monster pentapod, tapi aku mencintaimu. Aku tercela dan brutal, dan kotor, dan segalanya, mais je t'aimais, je t'aimais!"
"I loved this scene, because I secretly believed I was like Andie.",Auditory,"Aku menyukai adegan ini, karena diam-diam aku yakin aku seperti Andie."
"Dearly as he loved to talk, he could not enjoy nor shine in a conversation when he thought himself unsuitably dressed.",Auditory,"Meskipun dia suka berbicara, dia tidak bisa menikmati atau bersinar dalam percakapan ketika dia menganggap dirinya berpakaian tidak pantas."
"Those she loved best had all parted from her, and she remained to battle for existence alone, with a crowd of unsympathizers round her.",Auditory,"Orang-orang yang paling dia cintai telah berpisah darinya, dan dia tetap berjuang untuk hidup sendirian, dengan kerumunan orang-orang yang tidak simpatik di sekelilingnya."
"She loved children, and in default of them she delighted in the poetic fiction of dreamchildren.",Auditory,"Dia mencintai anak-anak, dan karena tidak menyukai anak-anak, dia menyukai fiksi puitis anak-anak impian."
"I had been feeling like a bowling-alley widow, but knew he loved the game, so I suggested we join a mixed league.",Auditory,"Saya merasa seperti seorang janda di arena bowling, tetapi saya tahu dia menyukai permainan itu, jadi saya menyarankan agar kami bergabung dengan liga campuran."
"But when he created his own superheroes, the companies he once loved became his archenemies.",Auditory,"Namun ketika dia menciptakan pahlawan supernya sendiri, perusahaan yang pernah dia cintai menjadi musuh bebuyutannya."
"I took any means to get access to you. O speak to me, Sophia! comfort my bleeding heart. Sure no one ever loved, ever doated like me.",Auditory,"Saya mengambil segala cara untuk mendapatkan akses kepada Anda. Oh, bicaralah padaku, Sophia! menghibur hatiku yang berdarah. Tentu tidak ada seorang pun yang pernah mencintai, pernah menyayangi seperti saya."
They were hospitable and loved company We sat on a dhurrie under the open sky.,Auditory,Mereka ramah dan bersahabat. Kami duduk di dhurrie di bawah langit terbuka.
There's no easy way to describe this episodic French film except to say it's an arthouse effort to be either loved or hated.,Auditory,Tidak ada cara mudah untuk mendeskripsikan film Prancis episodik ini kecuali dengan mengatakan bahwa ini adalah upaya seni untuk dicintai atau dibenci.
"Little is known of their domestic life, save that Tacitus loved hunting and the outdoors.",Auditory,"Sedikit yang diketahui tentang kehidupan rumah tangga mereka, kecuali Tacitus yang suka berburu dan alam bebas."
